Project,Community,Person_ID,Place_on_list,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,anime,Muzachan,22,0.575757575758,0.292929292929,0.282828282828,29.0,28.0,0.575581395349,0.00909045105248,0.965517241379,0.0421052631579,0.0315789473684,0.0105263157895,0.292416079569,0.00253330653392,0.0,3.5,0.0,0.0,13.0,1.0,0,0,8.0,7.0
584,anime,FattyJanai,25,1.10101010101,0.474747474747,0.626262626263,47.0,62.0,0.722627737226,0.0152291435191,0.730158730159,0.410526315789,0.2,0.210526315789,0.429327654396,0.0110791656955,0.5,15.9743589744,0.0697674418605,0.209302325581,286.0,337.0,23.0,84.0,23.0,85.0
584,anime,bluemistanime,87,0.393939393939,0.222222222222,0.171717171717,22.0,17.0,0.521052631579,0.00742732579236,0.56,0.147368421053,0.0947368421053,0.0526315789474,0.35200798204,0.00293233550216,0.166666666667,3.42857142857,0.0116279069767,0.0232558139535,18.0,30.0,4.0,2.0,4.0,3.0
584,anime,ANNZac,43,0.707070707071,0.393939393939,0.313131313131,39.0,31.0,0.57225433526,0.0174574367933,0.590909090909,0.536842105263,0.357894736842,0.178947368421,0.410351846467,0.0280785779935,0.457142857143,16.3725490196,0.209302325581,0.093023255814,521.0,314.0,191.0,23.0,192.0,28.0
584,anime,KINGRPG,82,0.212121212121,0.111111111111,0.10101010101,11.0,10.0,0.497487437186,0.00422596384041,0.909090909091,0.0105263157895,0.0105263157895,0.0,0.0,0.00189507244247,0.0,1.0,0.0,0.0,1.0,0,0,0,0,3.0
584,anime,crispinfreeman,34,0.212121212121,0.20202020202,0.010101010101,20.0,1.0,0.346153846154,0.00751822043171,0.05,0.115789473684,0.0736842105263,0.0421052631579,0.35881006865,0.00988815477756,0.375,2.81818181818,0.0581395348837,0.0116279069767,16.0,15.0,17.0,1.0,18.0,6.0
584,anime,jlist,5,0.979797979798,0.444444444444,0.535353535354,44.0,53.0,0.68275862069,0.0160548117335,0.830188679245,0.357894736842,0.305263157895,0.0526315789474,0.340704973443,0.0151344646813,0.0967741935484,6.05882352941,0.0232558139535,0.0232558139535,190.0,16.0,2.0,3.0,2.0,8.0
584,anime,animealmanac,17,0.686868686869,0.414141414141,0.272727272727,41.0,27.0,0.55,0.0124629456621,0.446808510638,0.642105263158,0.305263157895,0.336842105263,0.505263157895,0.00853353270278,0.386363636364,13.3278688525,0.232558139535,0.0813953488372,375.0,438.0,62.0,9.0,63.0,10.0
584,anime,OtakuNoVideo,71,1.0303030303,0.393939393939,0.636363636364,39.0,63.0,0.727941176471,0.0115133993021,0.5,0.515789473684,0.126315789474,0.389473684211,0.538215102975,0.00313307742308,0.25641025641,10.1224489796,0.162790697674,0.104651162791,17.0,479.0,49.0,14.0,49.0,14.0
584,anime,Yuricon,68,1.0303030303,0.414141414141,0.616161616162,41.0,61.0,0.712230215827,0.013550445959,0.522388059701,0.6,0.357894736842,0.242105263158,0.442105263158,0.0325579102502,0.540540540541,19.4035087719,0.093023255814,0.337209302326,856.0,250.0,29.0,161.0,37.0,484.0
584,anime,HikaruKazushime,75,0.373737373737,0.151515151515,0.222222222222,15.0,22.0,0.543956043956,0.00484248408201,0.423076923077,0.168421052632,0.0,0.168421052632,0.414109742441,0.00187630934898,0.0,5.3125,0.0116279069767,0.0116279069767,0,85.0,1.0,1.0,1.0,2.0
584,anime,AnimeNewsNet,1,0.353535353535,0.343434343434,0.010101010101,34.0,1.0,0.294642857143,0.0186558330635,0.0294117647059,0.168421052632,0.168421052632,0.0,0.0,0.00511485041279,0.0,2.9375,0.162790697674,0.0116279069767,47.0,0,51.0,16.0,51.0,16.0
584,anime,narutakiRT,49,0.656565656566,0.353535353535,0.30303030303,35.0,30.0,0.565714285714,0.0115951959133,0.444444444444,0.547368421053,0.336842105263,0.210526315789,0.447431832594,0.0360322022658,0.444444444444,17.3269230769,0.116279069767,0.360465116279,627.0,274.0,54.0,111.0,56.0,172.0
584,anime,animeresearch,50,0.878787878788,0.363636363636,0.515151515152,36.0,51.0,0.664429530201,0.017343503693,0.581818181818,0.526315789474,0.294736842105,0.231578947368,0.436904024768,0.0218727268357,0.470588235294,10.42,0.116279069767,0.395348837209,313.0,208.0,54.0,195.0,54.0,391.0
584,anime,michaelpinto,85,1.24242424242,0.494949494949,0.747474747475,49.0,74.0,0.792,0.0161128954598,0.64,0.431578947368,0.210526315789,0.221052631579,0.434349030471,0.0114684243602,0.413793103448,4.85365853659,0.151162790698,0.174418604651,91.0,108.0,30.0,27.0,34.0,74.0
584,anime,MangaCur,76,0.616161616162,0.292929292929,0.323232323232,29.0,32.0,0.582352941176,0.00965978710559,0.742857142857,0.336842105263,0.126315789474,0.210526315789,0.429327654396,0.00592228463052,0.28,28.34375,0.127906976744,0.093023255814,163.0,744.0,110.0,41.0,111.0,51.0
